Distance[m]| Tid[s]| Latitude[dd.dddd]| Longitude[dd.dddd]| Højde[m]| Geoide_højde[m]| DOP| Satellitter| Fixtype| GPStid| Metode| Vcar[rad]
1570.000000000| 218.610750000| 55.645012966| 12.643939412| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160857.000000000| 0| -0.230844408
1580.000000000| 219.388660000| 55.645102421| 12.643903329| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160857.000000000| 0| -0.212617040
1590.000000000| 220.161270000| 55.645190007| 12.643872631| 2.099999905| 38.200000763| 0.600000024| 17| 1| 160858.000000000| 0| -0.176100090
1600.000000000| 220.935830000| 55.645278779| 12.643847927| 2.000000000| 38.200000763| 0.600000024| 17| 1| 160859.000000000| 0| -0.150953129
1610.000000000| 221.711530000| 55.645367153| 12.643820790| 2.000000000| 38.200000763| 0.600000024| 17| 1| 160900.000000000| 0| -0.200063929
1620.000000000| 222.488690000| 55.645453729| 12.643785067| 2.000000000| 38.200000763| 0.500000000| 19| 1| 160901.000000000| 0| -0.256681144
1630.000000000| 223.266320000| 55.645540510| 12.643743463| 2.000000000| 38.200000763| 0.500000000| 19| 1| 160901.000000000| 0| -0.262534231
1640.000000000| 224.041490000| 55.645626945| 12.643704635| 2.000000000| 38.200000763| 0.500000000| 19| 1| 160902.000000000| 0| -0.236996844
1650.000000000| 224.815450000| 55.645713577| 12.643668314| 2.000000000| 38.200000763| 0.500000000| 19| 1| 160903.000000000| 0| -0.229608014
1660.000000000| 225.593770000| 55.645800421| 12.643632589| 2.099999905| 38.200000763| 0.500000000| 19| 1| 160904.000000000| 0| -0.221829355
1670.000000000| 226.377060000| 55.645887903| 12.643595779| 2.099999905| 38.200000763| 0.500000000| 19| 1| 160904.000000000| 0| -0.245240748
1680.000000000| 227.153210000| 55.645974617| 12.643555084| 2.200000048| 38.200000763| 0.500000000| 19| 1| 160905.000000000| 0| -0.268197209
1690.000000000| 227.929080000| 55.646061277| 12.643511193| 2.299999952| 38.200000763| 0.500000000| 19| 1| 160906.000000000| 0| -0.287422717
1700.000000000| 228.704650000| 55.646147819| 12.643464656| 2.299999952| 38.200000763| 0.600000024| 18| 1| 160907.000000000| 0| -0.300452322
1710.000000000| 229.478940000| 55.646234191| 12.643416592| 2.299999952| 38.200000763| 0.600000024| 18| 1| 160908.000000000| 0| -0.317374706
1720.000000000| 230.253080000| 55.646319366| 12.643366429| 2.299999952| 38.200000763| 0.600000024| 18| 1| 160908.000000000| 0| -0.325901508
1730.000000000| 231.027430000| 55.646403720| 12.643315361| 2.299999952| 38.200000763| 0.500000000| 19| 1| 160909.000000000| 0| -0.335589856
1740.000000000| 231.805460000| 55.646487939| 12.643261509| 2.299999952| 38.200000763| 0.600000024| 18| 1| 160910.000000000| 0| -0.358452588
1750.000000000| 232.581960000| 55.646572147| 12.643202863| 2.400000095| 38.200000763| 0.600000024| 18| 1| 160911.000000000| 0| -0.381883860
1760.000000000| 233.360320000| 55.646657765| 12.643141794| 2.400000095| 38.200000763| 0.600000024| 18| 1| 160911.000000000| 0| -0.378244609
1770.000000000| 234.133240000| 55.646741636| 12.643082166| 2.299999952| 38.200000763| 0.600000024| 18| 1| 160912.000000000| 0| -0.377052993
